EXCHANGE,BASE,QUOTE
coinbase,USDC,PEN
coinbase,USDC,PGK
coinbase,USDC,PHP
coinbase,USDC,PKR
coinbase,USDC,PLN
coinbase,USDC,PYG
coinbase,USDC,QAR
coinbase,USDC,RON
coinbase,USDC,RSD
coinbase,USDC,RUB
coinbase,USDC,RWF
coinbase,USDC,SAR
coinbase,USDC,SBD
coinbase,USDC,SCR
coinbase,USDC,SEK
coinbase,USDC,SGD
coinbase,USDC,SHP
coinbase,USDC,SLL
coinbase,USDC,SOS
coinbase,USDC,SRD
coinbase,USDC,SSP
coinbase,USDC,STD
coinbase,USDC,SVC
coinbase,USDC,SZL
coinbase,USDC,THB
coinbase,USDC,TJS
coinbase,USDC,TMM
coinbase,USDC,TMT
coinbase,USDC,TND
coinbase,USDC,TOP
coinbase,USDC,TRY
coinbase,USDC,TTD
coinbase,USDC,TWD
coinbase,USDC,TZS
coinbase,USDC,UAH
coinbase,USDC,UGX
coinbase,USDC,USD
coinbase,USDC,UYU
coinbase,USDC,UZS
coinbase,USDC,VES
coinbase,USDC,VND
coinbase,USDC,VUV
coinbase,USDC,WST
coinbase,USDC,XAF
coinbase,USDC,XAG
coinbase,USDC,XAU
coinbase,USDC,XCD
coinbase,USDC,XDR
coinbase,USDC,XOF
coinbase,USDC,XPD
coinbase,USDC,XPF
coinbase,USDC,XPT
coinbase,USDC,YER
coinbase,USDC,ZAR
coinbase,USDC,ZMW
coinbase,USDC,ZWL
coinbase,BAT,AED
coinbase,BAT,AFN
coinbase,BAT,ALL
coinbase,BAT,AMD
coinbase,BAT,ANG
coinbase,BAT,AOA
coinbase,BAT,ARS
coinbase,BAT,AUD
coinbase,BAT,AWG
coinbase,BAT,AZN
coinbase,BAT,BAM
coinbase,BAT,BBD
coinbase,BAT,BDT
coinbase,BAT,BGN
coinbase,BAT,BHD
coinbase,BAT,BIF
coinbase,BAT,BMD
coinbase,BAT,BND
coinbase,BAT,BOB
coinbase,BAT,BRL
coinbase,BAT,BSD
coinbase,BAT,BTN
coinbase,BAT,BWP
coinbase,BAT,BYN
coinbase,BAT,BYR
coinbase,BAT,BZD
coinbase,BAT,CAD
coinbase,BAT,CDF
coinbase,BAT,CHF
coinbase,BAT,CLF
coinbase,BAT,CLP
coinbase,BAT,CNH
coinbase,BAT,CNY
coinbase,BAT,COP
coinbase,BAT,CRC
coinbase,BAT,CUC
coinbase,BAT,CVE
coinbase,BAT,CZK
coinbase,BAT,DJF
coinbase,BAT,DKK
coinbase,BAT,DOP
coinbase,BAT,DZD
coinbase,BAT,EGP
coinbase,BAT,ETB
coinbase,BAT,EUR
coinbase,BAT,FJD
coinbase,BAT,FKP
coinbase,BAT,GBP
coinbase,BAT,GBX
coinbase,BAT,GEL
coinbase,BAT,GGP
coinbase,BAT,GHS
coinbase,BAT,GIP
coinbase,BAT,GMD
coinbase,BAT,GNF
coinbase,BAT,GTQ
coinbase,BAT,GYD
coinbase,BAT,HKD
coinbase,BAT,HNL
coinbase,BAT,HRK
coinbase,BAT,HTG
coinbase,BAT,HUF
coinbase,BAT,IDR
coinbase,BAT,ILS
coinbase,BAT,IMP
coinbase,BAT,INR
coinbase,BAT,IQD
coinbase,BAT,ISK
coinbase,BAT,JEP
coinbase,BAT,JMD
coinbase,BAT,JOD
coinbase,BAT,JPY
coinbase,BAT,KES
coinbase,BAT,KGS
coinbase,BAT,KHR
coinbase,BAT,KMF
coinbase,BAT,KRW
coinbase,BAT,KWD
coinbase,BAT,KYD
coinbase,BAT,KZT
coinbase,BAT,LAK
coinbase,BAT,LBP
coinbase,BAT,LKR
coinbase,BAT,LRD
coinbase,BAT,LSL
coinbase,BAT,LYD
coinbase,BAT,MAD
coinbase,BAT,MDL
coinbase,BAT,MGA
coinbase,BAT,MKD
coinbase,BAT,MMK
coinbase,BAT,MNT
coinbase,BAT,MOP
coinbase,BAT,MRO
coinbase,BAT,MUR
coinbase,BAT,MVR
coinbase,BAT,MWK
coinbase,BAT,MXN
coinbase,BAT,MYR
coinbase,BAT,MZN
coinbase,BAT,NAD
coinbase,BAT,NGN
coinbase,BAT,NIO
coinbase,BAT,NOK
coinbase,BAT,NPR
coinbase,BAT,NZD
coinbase,BAT,OMR
coinbase,BAT,PAB
coinbase,BAT,PEN
coinbase,BAT,PGK
coinbase,BAT,PHP
coinbase,BAT,PKR
coinbase,BAT,PLN
coinbase,BAT,PYG
coinbase,BAT,QAR
coinbase,BAT,RON
coinbase,BAT,RSD
coinbase,BAT,RUB
coinbase,BAT,RWF
coinbase,BAT,SAR
coinbase,BAT,SBD
coinbase,BAT,SCR
coinbase,BAT,SEK
coinbase,BAT,SGD
coinbase,BAT,SHP
coinbase,BAT,SLL
coinbase,BAT,SOS
coinbase,BAT,SRD
coinbase,BAT,SSP
coinbase,BAT,STD
coinbase,BAT,SVC
coinbase,BAT,SZL
coinbase,BAT,THB
coinbase,BAT,TJS
coinbase,BAT,TMM
coinbase,BAT,TMT
coinbase,BAT,TND
coinbase,BAT,TOP
coinbase,BAT,TRY
coinbase,BAT,TTD
coinbase,BAT,TWD
coinbase,BAT,TZS
coinbase,BAT,UAH
coinbase,BAT,UGX
coinbase,BAT,USD
coinbase,BAT,UYU
coinbase,BAT,UZS
coinbase,BAT,VES
coinbase,BAT,VND
coinbase,BAT,VUV
coinbase,BAT,WST
coinbase,BAT,XAF
coinbase,BAT,XAG
coinbase,BAT,XAU
coinbase,BAT,XCD
coinbase,BAT,XDR
coinbase,BAT,XOF
coinbase,BAT,XPD
coinbase,BAT,XPF
coinbase,BAT,XPT
coinbase,BAT,YER
coinbase,BAT,ZAR
coinbase,BAT,ZMW
coinbase,BAT,ZWL
coinbase,MANA,AED
coinbase,MANA,AFN
coinbase,MANA,ALL
coinbase,MANA,AMD
coinbase,MANA,ANG
coinbase,MANA,AOA
coinbase,MANA,ARS
coinbase,MANA,AUD
coinbase,MANA,AWG
coinbase,MANA,AZN
coinbase,MANA,BAM
coinbase,MANA,BBD
coinbase,MANA,BDT
coinbase,MANA,BGN
coinbase,MANA,BHD
coinbase,MANA,BIF
coinbase,MANA,BMD
coinbase,MANA,BND
coinbase,MANA,BOB
coinbase,MANA,BRL
coinbase,MANA,BSD
coinbase,MANA,BTN
coinbase,MANA,BWP
coinbase,MANA,BYN
coinbase,MANA,BYR
coinbase,MANA,BZD
coinbase,MANA,CAD
coinbase,MANA,CDF
coinbase,MANA,CHF
coinbase,MANA,CLF
coinbase,MANA,CLP
coinbase,MANA,CNH
coinbase,MANA,CNY
coinbase,MANA,COP
coinbase,MANA,CRC
coinbase,MANA,CUC
coinbase,MANA,CVE
coinbase,MANA,CZK
coinbase,MANA,DJF
coinbase,MANA,DKK
coinbase,MANA,DOP
coinbase,MANA,DZD
coinbase,MANA,EGP
coinbase,MANA,ETB
coinbase,MANA,EUR
coinbase,MANA,FJD
coinbase,MANA,FKP
coinbase,MANA,GBP
coinbase,MANA,GBX
coinbase,MANA,GEL
coinbase,MANA,GGP
coinbase,MANA,GHS
coinbase,MANA,GIP
coinbase,MANA,GMD
coinbase,MANA,GNF
coinbase,MANA,GTQ
coinbase,MANA,GYD
coinbase,MANA,HKD
coinbase,MANA,HNL
coinbase,MANA,HRK
coinbase,MANA,HTG
coinbase,MANA,HUF
coinbase,MANA,IDR
coinbase,MANA,ILS
coinbase,MANA,IMP
coinbase,MANA,INR
coinbase,MANA,IQD
coinbase,MANA,ISK
coinbase,MANA,JEP
coinbase,MANA,JMD
coinbase,MANA,JOD
coinbase,MANA,JPY
coinbase,MANA,KES
coinbase,MANA,KGS
coinbase,MANA,KHR
coinbase,MANA,KMF
coinbase,MANA,KRW
coinbase,MANA,KWD
coinbase,MANA,KYD
coinbase,MANA,KZT
coinbase,MANA,LAK
coinbase,MANA,LBP
coinbase,MANA,LKR
coinbase,MANA,LRD
coinbase,MANA,LSL
coinbase,MANA,LYD
coinbase,MANA,MAD
coinbase,MANA,MDL
coinbase,MANA,MGA
coinbase,MANA,MKD
coinbase,MANA,MMK
coinbase,MANA,MNT
coinbase,MANA,MOP
coinbase,MANA,MRO
coinbase,MANA,MUR
coinbase,MANA,MVR
coinbase,MANA,MWK
coinbase,MANA,MXN
coinbase,MANA,MYR
coinbase,MANA,MZN
coinbase,MANA,NAD
coinbase,MANA,NGN
coinbase,MANA,NIO
coinbase,MANA,NOK
coinbase,MANA,NPR
coinbase,MANA,NZD
coinbase,MANA,OMR
coinbase,MANA,PAB
coinbase,MANA,PEN
coinbase,MANA,PGK
coinbase,MANA,PHP
coinbase,MANA,PKR
coinbase,MANA,PLN
coinbase,MANA,PYG
coinbase,MANA,QAR
coinbase,MANA,RON
coinbase,MANA,RSD
coinbase,MANA,RUB
coinbase,MANA,RWF
coinbase,MANA,SAR
coinbase,MANA,SBD
coinbase,MANA,SCR
coinbase,MANA,SEK
coinbase,MANA,SGD
coinbase,MANA,SHP
coinbase,MANA,SLL
coinbase,MANA,SOS
coinbase,MANA,SRD
coinbase,MANA,SSP
coinbase,MANA,STD
coinbase,MANA,SVC
coinbase,MANA,SZL
coinbase,MANA,THB
coinbase,MANA,TJS
coinbase,MANA,TMM
coinbase,MANA,TMT
coinbase,MANA,TND
coinbase,MANA,TOP
coinbase,MANA,TRY
coinbase,MANA,TTD
coinbase,MANA,TWD
coinbase,MANA,TZS
coinbase,MANA,UAH
coinbase,MANA,UGX
coinbase,MANA,USD
coinbase,MANA,UYU
coinbase,MANA,UZS
coinbase,MANA,VES
coinbase,MANA,VND
coinbase,MANA,VUV
coinbase,MANA,WST
coinbase,MANA,XAF
coinbase,MANA,XAG
coinbase,MANA,XAU
coinbase,MANA,XCD
coinbase,MANA,XDR
coinbase,MANA,XOF
coinbase,MANA,XPD
coinbase,MANA,XPF
coinbase,MANA,XPT
coinbase,MANA,YER
coinbase,MANA,ZAR
coinbase,MANA,ZMW
coinbase,MANA,ZWL
coinbase,KNC,AED
coinbase,KNC,AFN
coinbase,KNC,ALL
coinbase,KNC,AMD
coinbase,KNC,ANG
coinbase,KNC,AOA
coinbase,KNC,ARS
coinbase,KNC,AUD
coinbase,KNC,AWG
coinbase,KNC,AZN
coinbase,KNC,BAM
coinbase,KNC,BBD
coinbase,KNC,BDT
coinbase,KNC,BGN
coinbase,KNC,BHD
coinbase,KNC,BIF
coinbase,KNC,BMD
coinbase,KNC,BND
coinbase,KNC,BOB
coinbase,KNC,BRL
coinbase,KNC,BSD
coinbase,KNC,BTN
coinbase,KNC,BWP
coinbase,KNC,BYN
coinbase,KNC,BYR
coinbase,KNC,BZD
coinbase,KNC,CAD
coinbase,KNC,CDF
coinbase,KNC,CHF
coinbase,KNC,CLF
coinbase,KNC,CLP
coinbase,KNC,CNH
coinbase,KNC,CNY
coinbase,KNC,COP
coinbase,KNC,CRC
coinbase,KNC,CUC
coinbase,KNC,CVE
coinbase,KNC,CZK
coinbase,KNC,DJF
coinbase,KNC,DKK
coinbase,KNC,DOP
coinbase,KNC,DZD
coinbase,KNC,EGP
coinbase,KNC,ETB
coinbase,KNC,EUR
coinbase,KNC,FJD
coinbase,KNC,FKP
coinbase,KNC,GBP
coinbase,KNC,GBX
coinbase,KNC,GEL
coinbase,KNC,GGP
coinbase,KNC,GHS
coinbase,KNC,GIP
coinbase,KNC,GMD
coinbase,KNC,GNF
coinbase,KNC,GTQ
coinbase,KNC,GYD
coinbase,KNC,HKD
coinbase,KNC,HNL
coinbase,KNC,HRK
coinbase,KNC,HTG
coinbase,KNC,HUF
coinbase,KNC,IDR
coinbase,KNC,ILS
coinbase,KNC,IMP
coinbase,KNC,INR
coinbase,KNC,IQD
coinbase,KNC,ISK
coinbase,KNC,JEP
coinbase,KNC,JMD
coinbase,KNC,JOD
coinbase,KNC,JPY
coinbase,KNC,KES
coinbase,KNC,KGS
coinbase,KNC,KHR
coinbase,KNC,KMF
coinbase,KNC,KRW
coinbase,KNC,KWD
coinbase,KNC,KYD
coinbase,KNC,KZT
coinbase,KNC,LAK
coinbase,KNC,LBP
coinbase,KNC,LKR
coinbase,KNC,LRD
coinbase,KNC,LSL
coinbase,KNC,LYD
coinbase,KNC,MAD
coinbase,KNC,MDL
coinbase,KNC,MGA
coinbase,KNC,MKD
coinbase,KNC,MMK
coinbase,KNC,MNT
coinbase,KNC,MOP
coinbase,KNC,MRO
coinbase,KNC,MUR
coinbase,KNC,MVR
coinbase,KNC,MWK
coinbase,KNC,MXN
coinbase,KNC,MYR
coinbase,KNC,MZN
coinbase,KNC,NAD
coinbase,KNC,NGN
coinbase,KNC,NIO
coinbase,KNC,NOK
coinbase,KNC,NPR
coinbase,KNC,NZD
coinbase,KNC,OMR
coinbase,KNC,PAB
coinbase,KNC,PEN
coinbase,KNC,PGK
coinbase,KNC,PHP
coinbase,KNC,PKR
coinbase,KNC,PLN
coinbase,KNC,PYG
coinbase,KNC,QAR
coinbase,KNC,RON
coinbase,KNC,RSD
coinbase,KNC,RUB
coinbase,KNC,RWF
coinbase,KNC,SAR
coinbase,KNC,SBD
coinbase,KNC,SCR
coinbase,KNC,SEK
coinbase,KNC,SGD
coinbase,KNC,SHP
coinbase,KNC,SLL
coinbase,KNC,SOS
coinbase,KNC,SRD
coinbase,KNC,SSP
coinbase,KNC,STD
coinbase,KNC,SVC
coinbase,KNC,SZL
coinbase,KNC,THB
coinbase,KNC,TJS
coinbase,KNC,TMM
coinbase,KNC,TMT
coinbase,KNC,TND
coinbase,KNC,TOP
coinbase,KNC,TRY
coinbase,KNC,TTD
coinbase,KNC,TWD
coinbase,KNC,TZS
coinbase,KNC,UAH
coinbase,KNC,UGX
coinbase,KNC,USD
coinbase,KNC,UYU
coinbase,KNC,UZS
coinbase,KNC,VES
coinbase,KNC,VND
coinbase,KNC,VUV
coinbase,KNC,WST
coinbase,KNC,XAF
coinbase,KNC,XAG
coinbase,KNC,XAU
coinbase,KNC,XCD
coinbase,KNC,XDR
coinbase,KNC,XOF
coinbase,KNC,XPD
coinbase,KNC,XPF
coinbase,KNC,XPT
coinbase,KNC,YER
coinbase,KNC,ZAR
coinbase,KNC,ZMW
coinbase,KNC,ZWL
coinbase,LINK,AED
coinbase,LINK,AFN
coinbase,LINK,ALL
coinbase,LINK,AMD
coinbase,LINK,ANG
coinbase,LINK,AOA
coinbase,LINK,ARS
coinbase,LINK,AUD
coinbase,LINK,AWG
coinbase,LINK,AZN
coinbase,LINK,BAM
coinbase,LINK,BBD
coinbase,LINK,BDT
coinbase,LINK,BGN
coinbase,LINK,BHD
coinbase,LINK,BIF
coinbase,LINK,BMD
coinbase,LINK,BND
coinbase,LINK,BOB
coinbase,LINK,BRL
coinbase,LINK,BSD
coinbase,LINK,BTN
coinbase,LINK,BWP
coinbase,LINK,BYN
coinbase,LINK,BYR
coinbase,LINK,BZD
coinbase,LINK,CAD
coinbase,LINK,CDF
coinbase,LINK,CHF
coinbase,LINK,CLF
coinbase,LINK,CLP
coinbase,LINK,CNH
coinbase,LINK,CNY
coinbase,LINK,COP
coinbase,LINK,CRC
coinbase,LINK,CUC
coinbase,LINK,CVE
coinbase,LINK,CZK
coinbase,LINK,DJF
coinbase,LINK,DKK
coinbase,LINK,DOP
coinbase,LINK,DZD
coinbase,LINK,EGP
coinbase,LINK,ETB
coinbase,LINK,EUR
coinbase,LINK,FJD
coinbase,LINK,FKP
coinbase,LINK,GBP
coinbase,LINK,GBX
coinbase,LINK,GEL
coinbase,LINK,GGP
coinbase,LINK,GHS
coinbase,LINK,GIP
coinbase,LINK,GMD
coinbase,LINK,GNF
coinbase,LINK,GTQ
coinbase,LINK,GYD
coinbase,LINK,HKD
coinbase,LINK,HNL
coinbase,LINK,HRK
coinbase,LINK,HTG
coinbase,LINK,HUF
coinbase,LINK,IDR
coinbase,LINK,ILS
coinbase,LINK,IMP
coinbase,LINK,INR
coinbase,LINK,IQD
coinbase,LINK,ISK
coinbase,LINK,JEP
coinbase,LINK,JMD
coinbase,LINK,JOD
coinbase,LINK,JPY
coinbase,LINK,KES
coinbase,LINK,KGS
coinbase,LINK,KHR
coinbase,LINK,KMF
coinbase,LINK,KRW
coinbase,LINK,KWD
coinbase,LINK,KYD
coinbase,LINK,KZT
coinbase,LINK,LAK
coinbase,LINK,LBP
coinbase,LINK,LKR
coinbase,LINK,LRD
coinbase,LINK,LSL
coinbase,LINK,LYD
coinbase,LINK,MAD
coinbase,LINK,MDL
coinbase,LINK,MGA
coinbase,LINK,MKD
coinbase,LINK,MMK
coinbase,LINK,MNT
coinbase,LINK,MOP
coinbase,LINK,MRO
coinbase,LINK,MUR
coinbase,LINK,MVR
coinbase,LINK,MWK
coinbase,LINK,MXN
coinbase,LINK,MYR
coinbase,LINK,MZN
coinbase,LINK,NAD
coinbase,LINK,NGN
coinbase,LINK,NIO
coinbase,LINK,NOK
coinbase,LINK,NPR
coinbase,LINK,NZD
coinbase,LINK,OMR
coinbase,LINK,PAB
coinbase,LINK,PEN
coinbase,LINK,PGK
coinbase,LINK,PHP
coinbase,LINK,PKR
coinbase,LINK,PLN
coinbase,LINK,PYG
coinbase,LINK,QAR
coinbase,LINK,RON
coinbase,LINK,RSD
coinbase,LINK,RUB
coinbase,LINK,RWF
coinbase,LINK,SAR
coinbase,LINK,SBD
coinbase,LINK,SCR
coinbase,LINK,SEK
coinbase,LINK,SGD
coinbase,LINK,SHP
coinbase,LINK,SLL
coinbase,LINK,SOS
coinbase,LINK,SRD
coinbase,LINK,SSP
coinbase,LINK,STD
coinbase,LINK,SVC
coinbase,LINK,SZL
coinbase,LINK,THB
coinbase,LINK,TJS
coinbase,LINK,TMM
coinbase,LINK,TMT
coinbase,LINK,TND
coinbase,LINK,TOP
coinbase,LINK,TRY
coinbase,LINK,TTD
coinbase,LINK,TWD
coinbase,LINK,TZS
coinbase,LINK,UAH
coinbase,LINK,UGX
coinbase,LINK,USD
coinbase,LINK,UYU
coinbase,LINK,UZS
coinbase,LINK,VES
coinbase,LINK,VND
coinbase,LINK,VUV
coinbase,LINK,WST
coinbase,LINK,XAF
coinbase,LINK,XAG
coinbase,LINK,XAU
coinbase,LINK,XCD
coinbase,LINK,XDR
coinbase,LINK,XOF
coinbase,LINK,XPD
coinbase,LINK,XPF
coinbase,LINK,XPT
coinbase,LINK,YER
coinbase,LINK,ZAR
coinbase,LINK,ZMW
coinbase,LINK,ZWL
coinbase,DNT,AED
coinbase,DNT,AFN
coinbase,DNT,ALL
coinbase,DNT,AMD
coinbase,DNT,ANG
coinbase,DNT,AOA
coinbase,DNT,ARS
coinbase,DNT,AUD
coinbase,DNT,AWG
coinbase,DNT,AZN
coinbase,DNT,BAM
coinbase,DNT,BBD
coinbase,DNT,BDT
coinbase,DNT,BGN
coinbase,DNT,BHD
coinbase,DNT,BIF
coinbase,DNT,BMD
coinbase,DNT,BND
coinbase,DNT,BOB
coinbase,DNT,BRL
coinbase,DNT,BSD
coinbase,DNT,BTN
coinbase,DNT,BWP
coinbase,DNT,BYN
coinbase,DNT,BYR
coinbase,DNT,BZD
coinbase,DNT,CAD
coinbase,DNT,CDF
coinbase,DNT,CHF
coinbase,DNT,CLF
coinbase,DNT,CLP
coinbase,DNT,CNH
coinbase,DNT,CNY
coinbase,DNT,COP
coinbase,DNT,CRC
coinbase,DNT,CUC
coinbase,DNT,CVE
coinbase,DNT,CZK
coinbase,DNT,DJF
coinbase,DNT,DKK
coinbase,DNT,DOP
coinbase,DNT,DZD
coinbase,DNT,EGP
coinbase,DNT,ETB
coinbase,DNT,EUR
coinbase,DNT,FJD
coinbase,DNT,FKP
coinbase,DNT,GBP
coinbase,DNT,GBX
coinbase,DNT,GEL
coinbase,DNT,GGP
coinbase,DNT,GHS
coinbase,DNT,GIP
coinbase,DNT,GMD
coinbase,DNT,GNF
coinbase,DNT,GTQ
coinbase,DNT,GYD
coinbase,DNT,HKD
coinbase,DNT,HNL
coinbase,DNT,HRK
coinbase,DNT,HTG
coinbase,DNT,HUF
coinbase,DNT,IDR
coinbase,DNT,ILS
coinbase,DNT,IMP
coinbase,DNT,INR
coinbase,DNT,IQD
coinbase,DNT,ISK
coinbase,DNT,JEP
coinbase,DNT,JMD
coinbase,DNT,JOD
coinbase,DNT,JPY
coinbase,DNT,KES
coinbase,DNT,KGS
coinbase,DNT,KHR
coinbase,DNT,KMF
coinbase,DNT,KRW
coinbase,DNT,KWD
coinbase,DNT,KYD
coinbase,DNT,KZT
coinbase,DNT,LAK
coinbase,DNT,LBP
coinbase,DNT,LKR
coinbase,DNT,LRD
coinbase,DNT,LSL
coinbase,DNT,LYD
coinbase,DNT,MAD
coinbase,DNT,MDL
coinbase,DNT,MGA
coinbase,DNT,MKD
coinbase,DNT,MMK
coinbase,DNT,MNT
coinbase,DNT,MOP
coinbase,DNT,MRO
coinbase,DNT,MUR
coinbase,DNT,MVR
coinbase,DNT,MWK
coinbase,DNT,MXN
coinbase,DNT,MYR
coinbase,DNT,MZN
coinbase,DNT,NAD
coinbase,DNT,NGN
coinbase,DNT,NIO
coinbase,DNT,NOK
coinbase,DNT,NPR
coinbase,DNT,NZD
coinbase,DNT,OMR
coinbase,DNT,PAB
coinbase,DNT,PEN
coinbase,DNT,PGK
coinbase,DNT,PHP
coinbase,DNT,PKR
coinbase,DNT,PLN
coinbase,DNT,PYG
coinbase,DNT,QAR
coinbase,DNT,RON
coinbase,DNT,RSD
coinbase,DNT,RUB
coinbase,DNT,RWF
coinbase,DNT,SAR
coinbase,DNT,SBD
coinbase,DNT,SCR
coinbase,DNT,SEK
coinbase,DNT,SGD
coinbase,DNT,SHP
coinbase,DNT,SLL
coinbase,DNT,SOS
coinbase,DNT,SRD
coinbase,DNT,SSP
coinbase,DNT,STD
coinbase,DNT,SVC
coinbase,DNT,SZL
coinbase,DNT,THB
coinbase,DNT,TJS
coinbase,DNT,TMM
coinbase,DNT,TMT
coinbase,DNT,TND
coinbase,DNT,TOP
coinbase,DNT,TRY
coinbase,DNT,TTD
coinbase,DNT,TWD
coinbase,DNT,TZS
coinbase,DNT,UAH
coinbase,DNT,UGX
coinbase,DNT,USD
coinbase,DNT,UYU
coinbase,DNT,UZS
coinbase,DNT,VES
coinbase,DNT,VND
coinbase,DNT,VUV
coinbase,DNT,WST
coinbase,DNT,XAF
coinbase,DNT,XAG
coinbase,DNT,XAU
coinbase,DNT,XCD
coinbase,DNT,XDR
coinbase,DNT,XOF
coinbase,DNT,XPD
coinbase,DNT,XPF
coinbase,DNT,XPT
coinbase,DNT,YER
coinbase,DNT,ZAR
coinbase,DNT,ZMW
coinbase,DNT,ZWL
coinbase,MKR,AED
coinbase,MKR,AFN
coinbase,MKR,ALL
coinbase,MKR,AMD
coinbase,MKR,ANG
coinbase,MKR,AOA
coinbase,MKR,ARS
coinbase,MKR,AUD
coinbase,MKR,AWG
coinbase,MKR,AZN
coinbase,MKR,BAM
coinbase,MKR,BBD
coinbase,MKR,BDT
coinbase,MKR,BGN
coinbase,MKR,BHD
coinbase,MKR,BIF
coinbase,MKR,BMD
coinbase,MKR,BND
coinbase,MKR,BOB
coinbase,MKR,BRL
coinbase,MKR,BSD
coinbase,MKR,BTN
coinbase,MKR,BWP
coinbase,MKR,BYN
coinbase,MKR,BYR
coinbase,MKR,BZD
coinbase,MKR,CAD
coinbase,MKR,CDF
coinbase,MKR,CHF
coinbase,MKR,CLF
coinbase,MKR,CLP
coinbase,MKR,CNH
coinbase,MKR,CNY
coinbase,MKR,COP
coinbase,MKR,CRC
coinbase,MKR,CUC
coinbase,MKR,CVE
coinbase,MKR,CZK
coinbase,MKR,DJF
coinbase,MKR,DKK
coinbase,MKR,DOP
coinbase,MKR,DZD
coinbase,MKR,EGP
coinbase,MKR,ETB
coinbase,MKR,EUR
coinbase,MKR,FJD
coinbase,MKR,FKP
coinbase,MKR,GBP
coinbase,MKR,GBX
coinbase,MKR,GEL
coinbase,MKR,GGP
coinbase,MKR,GHS
coinbase,MKR,GIP
coinbase,MKR,GMD
coinbase,MKR,GNF
coinbase,MKR,GTQ
coinbase,MKR,GYD
coinbase,MKR,HKD
coinbase,MKR,HNL
coinbase,MKR,HRK
coinbase,MKR,HTG
coinbase,MKR,HUF
coinbase,MKR,IDR
coinbase,MKR,ILS
coinbase,MKR,IMP
coinbase,MKR,INR
coinbase,MKR,IQD
coinbase,MKR,ISK
coinbase,MKR,JEP
coinbase,MKR,JMD
coinbase,MKR,JOD
coinbase,MKR,JPY
coinbase,MKR,KES
coinbase,MKR,KGS
coinbase,MKR,KHR
coinbase,MKR,KMF
coinbase,MKR,KRW
coinbase,MKR,KWD
coinbase,MKR,KYD
coinbase,MKR,KZT
coinbase,MKR,LAK
coinbase,MKR,LBP
coinbase,MKR,LKR
coinbase,MKR,LRD
coinbase,MKR,LSL
coinbase,MKR,LYD
coinbase,MKR,MAD
coinbase,MKR,MDL
coinbase,MKR,MGA
coinbase,MKR,MKD
coinbase,MKR,MMK
coinbase,MKR,MNT
coinbase,MKR,MOP
coinbase,MKR,MRO
coinbase,MKR,MUR
coinbase,MKR,MVR
coinbase,MKR,MWK
coinbase,MKR,MXN
coinbase,MKR,MYR
coinbase,MKR,MZN
coinbase,MKR,NAD
coinbase,MKR,NGN
coinbase,MKR,NIO
coinbase,MKR,NOK
coinbase,MKR,NPR
coinbase,MKR,NZD
coinbase,MKR,OMR
coinbase,MKR,PAB
coinbase,MKR,PEN
coinbase,MKR,PGK
coinbase,MKR,PHP
coinbase,MKR,PKR
coinbase,MKR,PLN
coinbase,MKR,PYG
coinbase,MKR,QAR
coinbase,MKR,RON
coinbase,MKR,RSD
coinbase,MKR,RUB
coinbase,MKR,RWF
coinbase,MKR,SAR
coinbase,MKR,SBD
coinbase,MKR,SCR
coinbase,MKR,SEK
coinbase,MKR,SGD
coinbase,MKR,SHP
coinbase,MKR,SLL
coinbase,MKR,SOS
coinbase,MKR,SRD
coinbase,MKR,SSP
coinbase,MKR,STD
coinbase,MKR,SVC
coinbase,MKR,SZL
coinbase,MKR,THB
coinbase,MKR,TJS
coinbase,MKR,TMM
coinbase,MKR,TMT
coinbase,MKR,TND
coinbase,MKR,TOP
coinbase,MKR,TRY
coinbase,MKR,TTD
coinbase,MKR,TWD
coinbase,MKR,TZS
coinbase,MKR,UAH
coinbase,MKR,UGX
coinbase,MKR,USD
coinbase,MKR,UYU
coinbase,MKR,UZS
coinbase,MKR,VES
coinbase,MKR,VND
coinbase,MKR,VUV
coinbase,MKR,WST
coinbase,MKR,XAF
coinbase,MKR,XAG
coinbase,MKR,XAU
coinbase,MKR,XCD
coinbase,MKR,XDR
coinbase,MKR,XOF
coinbase,MKR,XPD
coinbase,MKR,XPF
coinbase,MKR,XPT
coinbase,MKR,YER
coinbase,MKR,ZAR
coinbase,MKR,ZMW
coinbase,MKR,ZWL
coinbase,CVC,AED
coinbase,CVC,AFN
coinbase,CVC,ALL
coinbase,CVC,AMD
coinbase,CVC,ANG
coinbase,CVC,AOA
coinbase,CVC,ARS
coinbase,CVC,AUD
coinbase,CVC,AWG
coinbase,CVC,AZN
coinbase,CVC,BAM
coinbase,CVC,BBD
coinbase,CVC,BDT
coinbase,CVC,BGN
coinbase,CVC,BHD
coinbase,CVC,BIF
coinbase,CVC,BMD
coinbase,CVC,BND
coinbase,CVC,BOB
coinbase,CVC,BRL
coinbase,CVC,BSD
coinbase,CVC,BTN
coinbase,CVC,BWP
coinbase,CVC,BYN
coinbase,CVC,BYR
coinbase,CVC,BZD
coinbase,CVC,CAD
coinbase,CVC,CDF
coinbase,CVC,CHF
coinbase,CVC,CLF
coinbase,CVC,CLP
coinbase,CVC,CNH
coinbase,CVC,CNY
coinbase,CVC,COP
coinbase,CVC,CRC
coinbase,CVC,CUC
coinbase,CVC,CVE
coinbase,CVC,CZK
coinbase,CVC,DJF
coinbase,CVC,DKK
